"ClaimId","ClaimNumber","ClaimDispositionSequence","BusinessUnit","ClaimType","ProductIdentification1","ProductIdentification2","MaterialSource","Heat","ProductType","SteelFamily","SteelType","SteelGradeASTMAISI","Finish","MaterialGaugeOrDiameter","MaterialWidthOrLegLength","MaterialLength","CustomerNumber","FormatMinGaugeOrDiameter","FormatMinWidthOrLegLength","FormatMaxWidthOrLegLength","FormatMinWeight","FormatMaxWeight","OriginalShippedWeight","OriginalShipQuality","ClaimDispositionStatus","TotalWeightClaimed","CustomerClaimDefect","CustomerClaimDefectDesc","CustomerClaimDefectWeight","NASIdentifiedDefect","NASIdentifiedDefectDesc","NASIdentifiedDefectWeight","AreaofResponsibilityDefect","AreaofResponsibilityDefectDesc","AreaofResponsibilityDefectWeigh","CustomerDefectOrigin","CustomerDefectGroup","CustomerDefectGroupDesc","TotalReturnInventoryWeight","TotalScrapAtCustomerWeight","TotalSell3rdPartyWeight","TotalCustomerCreditWeight","LastInspectionLine","LastInspectionMachine"
2537,71307,1,"F","T","03Y89K ","A     ","F","Y89K  ","B","E",601,"201",43,"0.0345","60","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","60.125","10000","19999","13150","1A","C","650","FL45","FURNACE ROLL MARK FROM HOT AND/OR COLD AP (27-32)","650",17,"Bottom Side Defect                                ",650,"F022","Line 3310                                         ","650","CM ","D10","Roll Mark                ","650","0","0","0",4320,"     "
2538,71307,2,"F","T","03Y89K ","A     ","F","Y89K  ","B","E",601,"201",43,"0.0345","60","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","60.125","10000","19999","13150","1A","C","12450","FL45","FURNACE ROLL MARK FROM HOT AND/OR COLD AP (27-32)","12450",17,"Bottom Side Defect                                ",12450,"F022","Line 3310                                         ","12450","CM ","D10","Roll Mark                ","12450","0","0","0",4320,"     "
2539,71308,1,"L","T","BN57672","      ","L","Y52P  ","B","B",143,"304/304L      ",20,"0.75","0","144","679e19234b295ee432a3920c30fda6ac","0.748","0.752","2","1000","3000","1368","1","Q","1368","LF02","Die marks                                         ","1368",1,"Defect Not Seen                                   ",1368,"L020","LP CL Line                                        ","1368","LPF","L53","Die Marks                ","0","1368","0","0",0,"INSB2"
2540,71309,1,"F","T","03Y68R ","B     ","F","Y68R  ","B","F",507,"430",32,"0.046","48","0","679e19234b295ee432a3920c30fda6ac","0.045","0.051","48.0625","8000","20000","16690","1A","C","900","FH04","STAINS FROM GP                                    ","900",2,"Wrong Standard                                    ",900,"F025","Line 3510                                         ","900","CM ","F11","Stains - GP              ","900","0","0","0",4330,"     "
2541,71310,1,"F","T","05Y71E ","AA    ","F","Y71E  ","B","E",601,"201",43,"0.0345","31.3","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","31.3425","10000","19999","12950","1A","C","2350","FH04","STAINS FROM GP                                    ","2350",51,"System Detected / Inspection Missed               ",2350,"F046","Line 3520                                         ","2350","CM ","F11","Stains - GP              ","2350","0","0","0",4320,"     "
2542,71311,1,"F","T","03Y34F ","A     ","F","Y34F  ","B","B",120,"304",22,"0.113","60","0","679e19234b295ee432a3920c30fda6ac","0.109","0.117","60.125","10000","45000","35060","5A","C","7240","FC04","SLIVERS TYPE B (EDGES)                            ","7240",51,"System Detected / Inspection Missed               ",7240,"F039","Melt Shop                                         ","7240","AC ","F05","Slivers                  ","7240","0","0","0",4310,"     "
2543,71313,1,"F","T","01Y19E ","BB    ","F","Y19E  ","B","B",157,"304L          ",22,"0.1015","60.3","0","679e19234b295ee432a3920c30fda6ac","0","0","0","0","0","14270","1A","O","0","F947","Pits from Cold Rolling                            ","1381",8,"Operation Defect                                  ",1381,"F021","Line 3320                                         ","1381","CM ","C65","Pits                     ","0","0","0","0",4310,"     "
2544,71314,1,"F","T","04Y65H ","A     ","F","Y65H  ","B","B",150,"304L          ",22,"0.1015","60.25","0","679e19234b295ee432a3920c30fda6ac","0","0","0","0","0","16700","1A","O","0","FH63","CHATTER - AP1/AP3 SKIN PASS                       ","1042",1,"Defect Not Seen                                   ",1042,"F022","Line 3310                                         ","1042","CM ","A69","Chatter - SKP/TL         ","0","0","0","0",4310,"     "
2545,71315,1,"L","T","WF94168","      ","L","Y66H  ","C","B",155,"303",4,"0.58661","0","0","9d2d7eb8cffe74b07a507ca7e915cfba","0.57961","0.59361","0","3500","5000","4706","1","Q","691","LF31","Weight Discrepency                                ","691",1,"Defect Not Seen                                   ",691,"L023","LP Packaging                                      ","691","LPF","L96","Weight Discrepency       ","0","0","0","691",0,"INSC1"
2546,71316,1,"F","T","01Y19E ","BC    ","F","Y19E  ","B","B",157,"304L          ",22,"0.1015","60.3","0","679e19234b295ee432a3920c30fda6ac","0","0","0","0","0","14920","1A","O","0","FH68","CHATTER FROM SKP #2                               ","1204",1,"Defect Not Seen                                   ",1204,"F036","Line 4120                                         ","1204","CM ","A69","Chatter - SKP/TL         ","0","0","0","0",4310,"     "
2547,71317,1,"F","T","03Y89K ","B     ","F","Y89K  ","B","E",601,"201",43,"0.0345","60","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","60.125","10000","19999","13150","1A","C","7790","FL41","ROLLED BUGS FROM ANNEALING AND PICKLING           ","7790",8,"Operation Defect                                  ",7790,"F027","Line 4320                                         ","7790","CM ","D20","Rolled Bugs              ","7790","0","0","0",4320,"     "
2548,71318,1,"F","T","04X81T ","B     ","F","X81T  ","B","E",601,"201",43,"0.0345","36.159","0","679e19234b295ee432a3920c30fda6ac","0.034","0.038","36.2215","10000","20000","18470","1A","C","2600","FJ49","WORK ROLL MARK FROM SKP DEBRIS SKP #2 (108)      ","2600",2,"Wrong Standard                                    ",2600,"F036","Line 4120                                         ","2600","CM ","D80","SKP Roll Mark -SKP2      ","2600","0","0","0",4320,"     "
2549,71319,1,"F","T","01Y19E ","BD    ","F","Y19E  ","B","B",157,"304L          ",22,"0.1015","60.3","0","679e19234b295ee432a3920c30fda6ac","0","0","0","0","0","10210","1A","C","10140","FM48","ROLLED RUBBER FROM HOT AND/OR COLD AP             ","10140",51,"System Detected / Inspection Missed               ",10140,"F021","Line 3320                                         ","10140","CM ","D25","Rolled Rubber            ","0","0","10140","0",4310,"     "
2550,71320,1,"F","T","03Y89K ","D     ","F","Y89K  ","B","E",601,"201",43,"0.0345","60","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","60.125","10000","19999","13180","1A","C","2825","FL45","FURNACE ROLL MARK FROM HOT AND/OR COLD AP (27-32)","2825",17,"Bottom Side Defect                                ",2825,"F022","Line 3310                                         ","2825","CM ","D10","Roll Mark                ","2825","0","0","0",4320,"     "
2551,71320,2,"F","T","03Y89K ","D     ","F","Y89K  ","B","E",601,"201",43,"0.0345","60","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","60.125","10000","19999","13180","1A","C","1230","FL41","ROLLED BUGS FROM ANNEALING AND PICKLING           ","1230",52,"System Missed / Inspection Missed                 ",1230,"F027","Line 4320                                         ","1230","CM ","D20","Rolled Bugs              ","1230","0","0","0",4320,"     "
2552,71320,3,"F","T","03Y89K ","D     ","F","Y89K  ","B","E",601,"201",43,"0.0345","60","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","60.125","10000","19999","13180","1A","C","1471","FL41","ROLLED BUGS FROM ANNEALING AND PICKLING           ","1471",8,"Operation Defect                                  ",1471,"F027","Line 4320                                         ","1471","CM ","D20","Rolled Bugs              ","1471","0","0","0",4320,"     "
2553,71321,1,"F","T","01Y77A ","B     ","F","Y77A  ","B","B",120,"304",22,"0.0725","60","0","679e19234b295ee432a3920c30fda6ac","0.071","0.079","60.125","8000","11000","20260","1A","C","5110","FP45","MANDREL MARKS                                     ","5110",8,"Operation Defect                                  ",5110,"F026","Line 4310                                         ","5110","CM ","C05","Mandrel Marks            ","0","0","5110","0",4310,"     "
2554,71322,1,"F","T","05Y64H ","BA    ","F","Y64H  ","B","C",270,"316L          ",22,"0.057","61","0","3666591740069bed237968c8802716f3","0.057","0.063","62","20000","44000","20240","1A","C","0","FJ44","ALCALI STAINS                                     ","0",2,"Wrong Standard                                    ",0,"F022","Line 3310                                         ","0","CM ","F13","Stains - AP              ","0","0","0","0",4220,"     "
2555,71323,1,"F","T","03Y75R ","A     ","F","Y75R  ","B","C",270,"316L          ",22,"0.0685","49","0","3666591740069bed237968c8802716f3","0.067","0.07","50","20000","44000","26315","1A","Q","26315","FC23","LAMINATIONS TYPE C (CENTER)                       ","26315",8,"Operation Defect                                  ",26315,"F039","Melt Shop                                         ","26315","AC ","B85","Laminations              ","0","0","26315","0",4330,"     "
2556,71324,1,"F","T","02Y39W ","B     ","F","Y39W  ","B","B",150,"304L          ",22,"0.187","48","0","ba0f7821036a4e935811085fe008b3dc","0.17","0.207","48.0625","10000","20000","18610","1A","C","1003","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","1003",1,"Defect Not Seen                                   ",1003,"F026","Line 4310                                         ","1003","CM ","D55","Scratches                ","0","1003","0","0",4310,"     "
2557,71325,1,"F","T","01Y73M ","A     ","F","Y73M  ","B","B",150,"304L          ",22,"0.0435","49.1","0","3666591740069bed237968c8802716f3","0.042","0.045","50","20000","44000","28850","1A","C","1803","FH50","WORK ROLL STOP FROM Z.M.                          ","1803",8,"Operation Defect                                  ",1803,"F023","Line 3610                                         ","1803","CM ","D10","Roll Mark                ","0","1803","0","0",3330,"     "
2558,71326,1,"F","T","01Y13X ","A     ","F","Y13X  ","B","L",602,"201LN         ",22,"0.1163","48","0","3666591740069bed237968c8802716f3","0.034","0.038","48.125","10000","25000","27010","1A","C","1244","FF51","ROLLED DIGS FROM THE Z-MILL                       ","1244",8,"Operation Defect                                  ",1244,"F045","Line 3650                                         ","1244","CM ","D85","Slip/ Digs               ","0","1244","0","0",4310,"     "
2559,71327,1,"F","T","03Y75W ","A     ","F","Y75W  ","B","C",270,"316L          ",22,"0.0725","49.1","0","3666591740069bed237968c8802716f3","0.071","0.079","50","20000","44000","31690","1A","C","1622","F947","Pits from Cold Rolling                            ","1622",8,"Operation Defect                                  ",1622,"F041","Line 3330                                         ","1622","CM ","C65","Pits                     ","0","1622","0","0",4350,"     "
2560,71328,1,"F","T","01Y79K ","B     ","F","Y79K  ","B","A",101,"301",32,"0.0345","48","0","3666591740069bed237968c8802716f3","0.034","0.038","48.0625","10000","20000","24700","1A","C","1277","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","1277",17,"Bottom Side Defect                                ",1277,"F047","Line 4330                                         ","1277","CM ","D55","Scratches                ","0","1277","0","0",4330,"     "
2561,71330,1,"F","T","04X30X ","D     ","F","X30X  ","B","C",270,"316L          ",22,"0.0575","60","0","679e19234b295ee432a3920c30fda6ac","0.057","0.063","60.125","8000","10000","23680","5A","C","1815","FH06","DENTS FROM COLD ANNEALING & PICKLING LINE         ","1815",8,"Operation Defect                                  ",1815,"F022","Line 3310                                         ","1815","CM ","B20","Dents                    ","0","1815","0","0",4220,"     "
2562,71331,1,"F","T","08Y75V ","A     ","F","Y75V  ","B","C",270,"316L          ",22,"0.0725","48","0","679e19234b295ee432a3920c30fda6ac","0.071","0.079","48.125","15000","29000","25370","5A","C","2646","F947","Pits from Cold Rolling                            ","2646",8,"Operation Defect                                  ",2646,"F036","Line 4120                                         ","2646","CM ","C65","Pits                     ","0","2646","0","0",4340,"     "
2563,71332,1,"F","T","05Y08V ","B     ","F","Y08V  ","B","B",120,"304",22,"0.1305","48","0","679e19234b295ee432a3920c30fda6ac","0.129","0.141","48.125","15000","29000","26800","5A","O","0","FH48","Z-MILL PIMPLE TYPE D (11 ZM 1 & 2 - 7 ZM3)      ","2668",1,"Defect Not Seen                                   ",2668,"F024","Line 3620                                         ","2668","CM ","D10","Roll Mark                ","0","0","0","0",4310,"     "
2564,71333,1,"F","T","01Y50B ","B     ","F","Y50B  ","B","B",150,"304L          ",22,"0.1015","48","0","679e19234b295ee432a3920c30fda6ac","0.1","0.108","48.125","15000","29000","20240","5A","X","0","F014","Claim Denied                                      ","1996",34,"Outside/Processor Error                           ",1996,"F060","Main Steel                                        ","1996","QC ","C90","Quality Assurance Abnorm ","0","0","0","0",4340,"     "
2565,71334,1,"L","T","BN61844","      ","L","Y59K  ","B","P",700,"630(17-4)     ",16,"4","0","144","4f1e3307cb0bdee3e62a9bf0ded019b2","4.03","4.062","2","800","3000","2015","1","C","2015","LA50","Incorrect Order Info                              ","2015",6,"Sales Error                                       ",2015,"L006","Customer Service Error                            ","2015","COM","L01","Order Entry Error-Sales  ","2015","0","0","0",0,"INSB1"
2566,71334,2,"L","C","BN61844","      ","L","Y59K  ","B","P",700,"630(17-4)     ",16,"4","0","144","4f1e3307cb0bdee3e62a9bf0ded019b2","4.03","4.062","2","800","3000","2015","1","C","0","LA50","Incorrect Order Info                              ","0",6,"Sales Error                                       ",0,"L006","Customer Service Error                            ","0","COM","L01","Order Entry Error-Sales  ","0","0","0","0",0,"INSB1"
2567,71335,1,"L","T","BN61845","      ","L","Y59K  ","B","P",700,"630(17-4)     ",16,"4","0","144","4f1e3307cb0bdee3e62a9bf0ded019b2","4.03","4.062","2","800","3000","2521","1","C","2521","LA50","Incorrect Order Info                              ","2521",6,"Sales Error                                       ",2521,"L006","Customer Service Error                            ","2521","COM","L01","Order Entry Error-Sales  ","2521","0","0","0",0,"INSB1"
